ID,Stock,IC,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
1210,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1211,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1212,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1213,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1214,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1215,debut,?,04,00,00,00,00,00,00,00,00,00,00,00,00
1216,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1217,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1218,debut,?,00,00,00,02,00,00,00,00,00,00,00,00,00
1219,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1220,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1221,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1222,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1223,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1224,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1225,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1226,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1227,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1228,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1229,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1230,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1231,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1232,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1233,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1234,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1235,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1236,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1237,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1238,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1239,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1240,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1241,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1242,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1243,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1244,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1245,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1246,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1247,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1248,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1249,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1250,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1251,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1252,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1253,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1254,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1255,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1256,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1257,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1258,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1259,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1260,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1261,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1262,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1263,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1264,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1265,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1266,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1267,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1268,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1269,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1270,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1271,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1272,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1273,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1274,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1275,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1276,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1277,Novitaria,500,?,?,?,?,?,?,?,?,?,?,?,?,?
1278,Novitaria,250,?,?,?,?,?,?,?,?,?,?,?,?,?
1279,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1280,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1281,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1282,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1283,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1284,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1285,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1286,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1287,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1288,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1289,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1290,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1291,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1292,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1293,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1294,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1295,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1296,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1297,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1298,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1299,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1300,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1301,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1302,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1303,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1304,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1305,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1306,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1307,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1308,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1309,debut,?,04,00,00,00,00,00,00,00,00,00,00,00,00
1310,debut,?,04,00,00,00,00,00,00,00,00,00,00,00,00
1311,debut,?,04,00,00,00,00,00,00,00,00,00,00,00,00
1312,debut,?,00,10,00,00,00,00,00,00,00,00,00,00,00
1313,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1314,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1315,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1316,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1317,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1318,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1319,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1320,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1321,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1322,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1323,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1324,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1325,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1326,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1327,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1328,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1329,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1330,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1331,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1332,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1333,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1334,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1335,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1336,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1337,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1338,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1339,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1340,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1341,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1342,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1343,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1344,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1345,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1346,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1347,debut,?,05,00,00,00,00,00,00,00,00,00,00,00,00
1348,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1349,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1350,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1351,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1352,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1353,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1354,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1355,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1356,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1357,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1358,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1359,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1360,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1361,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1362,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1363,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1364,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1365,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1366,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1367,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1368,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1369,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1370,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1371,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1372,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1373,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1374,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1375,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1376,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1377,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1378,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1379,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1380,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1381,main,1400,00,00,00,00,00,00,00,00,00,00,00,00,00
1382,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1383,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1384,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1385,main,3000,00,00,00,00,00,00,00,00,00,00,00,00,00
1386,main,1000,00,00,00,00,00,00,00,00,00,00,00,00,00
1387,main,5000,00,00,00,00,00,00,00,00,00,00,00,00,00
1388,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1389,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1390,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1391,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1392,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1393,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1394,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1395,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1396,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1397,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1398,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1399,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1400,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1401,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1402,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1403,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1404,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1405,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1406,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1407,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1408,main,400,00,00,00,00,00,00,00,00,00,00,00,00,00
1409,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1410,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1411,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1412,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1413,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1414,main,850,00,00,00,00,00,00,00,00,00,00,00,00,00
1415,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1416,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1417,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1418,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1419,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1420,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1421,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1422,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1423,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1424,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1425,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1426,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1427,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1428,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1429,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1430,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1431,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1432,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1433,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1434,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1435,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1436,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1437,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1438,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1439,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1440,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1441,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1442,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1443,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1444,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1445,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1446,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1447,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1448,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1449,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1450,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1451,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1452,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1453,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1454,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1455,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1456,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1457,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1458,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1459,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1460,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1461,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1462,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1463,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1464,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1465,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1466,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1467,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1468,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1469,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1470,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1471,Phantasmoire,1000,?,?,?,?,?,?,?,?,?,?,?,?,?
1472,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1473,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1474,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1475,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1476,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1477,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1478,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1479,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1480,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1481,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1482,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1483,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1484,Phantasmoire,?,?,?,?,?,?,?,?,?,?,?,?,?,?
1485,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1486,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1487,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1488,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1489,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1490,?,?,11,00,00,00,00,00,00,00,00,00,?,?,?
1491,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1492,?,?,11,00,00,00,00,00,00,00,00,00,?,?,?
1493,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1494,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1495,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1496,?,?,11,00,00,00,00,00,00,00,00,00,?,?,?
1497,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1498,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1499,?,?,11,00,00,00,00,00,00,00,00,00,?,?,?
1500,?,?,11,00,00,00,00,00,00,00,00,00,?,?,?
1501,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1502,?,?,11,00,00,00,00,00,00,00,00,00,?,?,?
1503,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1504,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1505,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1506,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1507,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1508,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1509,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1510,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1511,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1512,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1513,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1514,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1515,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1516,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1517,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1518,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1519,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1520,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1521,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1522,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1523,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1524,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1525,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1526,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1527,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1528,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1529,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1530,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1531,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1532,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1533,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1534,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1535,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1536,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1537,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1538,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1539,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1540,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1541,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1542,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1543,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1544,debut,?,11,00,00,00,00,00,00,00,00,00,00,00,00
1545,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1546,debut,500,11,00,00,00,00,00,00,00,00,00,04,00,00
1547,debut,?,11,00,00,00,00,00,00,00,00,00,00,00,00
1548,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1549,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1550,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1551,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1552,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1553,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1554,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1555,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1556,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1557,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1558,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1559,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1560,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1561,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1562,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1563,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1564,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1565,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1566,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1567,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1568,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1569,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1570,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1571,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1572,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1573,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1574,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1575,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1576,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1577,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1578,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1579,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1580,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1581,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1582,debut,?,11,00,00,00,00,00,00,00,00,00,00,00,00
1583,Aurestal ,1000,00,00,00,00,00,00,00,00,00,00,00,00,00
1584,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1585,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1586,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1587,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1588,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1589,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1590,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1591,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1592,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1593,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1594,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1595,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1596,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1597,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1598,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1599,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1600,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1601,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1602,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1603,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1604,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1605,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1606,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1607,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1608,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1609,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1610,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1611,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1612,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1613,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1614,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1615,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1616,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1617,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1618,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1619,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1620,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1621,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1622,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1623,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1624,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1625,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1626,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1627,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1628,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1629,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
1630,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
