ID,Name,Category,Rarity,Value
1474,Phantasmoire Makoat Morphing Potion,Morph,3,25000
1475,Phantasmoire Ori Morphing Potion,Morph,3,25000
1476,Phantasmoire Wulfer Morphing Potion,Morph,3,25000
1477,Audril Skull,Toy,3,1500
1478,Cobron Skull,Toy,3,1500
1479,Makoat Skull,Toy,3,1500
1480,Ori Skull,Toy,3,1500
1481,Wulfer Skull,Toy,3,1500
1482,Bat Plush,Plushie,6,1500
1483,Pumpkin Carving,Book,4,8000
1484,Candy Corn,Food,6,4000
1485,Werewolf Plush,Plushie,3,6000
1486,Pumpkin Ice Cube,Ice Cube,5,4500
1487,Pumpkin on a Stick,Food,4,10000
1488,Pumpkin Soup,Food,5,8000
1489,Witch's Broomstick Plush,Plushie,3,4000
1490,Black Cat Plush,Plushie,7,5000
1491,Caramel Apple,Food,7,800
1492,Devil Horns,Beauty,7,5000
1493,Pumpkin Plush,Plushie,7,1000
1494,Toffee Apple,Food,7,800
1495,Vampire Teeth,Beauty,7,800
1496,Witch Plush,Plushie,7,5000
1497,Bat Cookies,Food,7,700
1498,Blood Orange,Food,7,700
1499,Bone Soup,Food,4,5000
1500,Dark Apple,Food,4,5000
1501,Pumpkin Juice,Food,7,800
1502,Pumpkin Stamp,Stamp,7,5000
1503,Spooky Tree Stamp,Stamp,7,1000
1504,Phantasmoire Traptur Morphing Potion,Morph,3,50000
1505,Phantasmoire Dovu Morphing Potion,Morph,3,25000
1506,Phantasmoire Jakrit Morphing Potion,Morph,4,25000
1507,Phantasmoire Ridix Morphing Potion,Morph,3,25000
1508,Phantasmoire Sharshel Morphing Potion,Morph,3,25000
1509,Blue Token Ice Cube,Ice Cube,3,6000
1510,Bronze Token Ice Cube,Ice Cube,5,15000
1511,Gold Token Ice Cube,Ice Cube,5,51000
1512,Green Token Ice Cube,Ice Cube,3,10000
1513,Orange Token Ice Cube,Ice Cube,3,10000
1514,Purple Token Ice Cube,Ice Cube,4,10000
1515,Red Token Ice Cube,Ice Cube,4,6000
1516,Silver Token Ice Cube,Ice Cube,5,26000
1517,Yellow Token Ice Cube,Ice Cube,4,6000
1518,Phantasmoire Decorations,Book,3,1000
1519,The Black Cat,Book,3,4000
1520,All About Skulls,Book,3,950
1521,Vampire Plush,Plushie,3,1000
1522,The Count,Book,3,1000
1523,The Book of Werewolves,Book,3,1000
1524,Witch Hunting,Book,3,3495
1525,Zombies,Book,3,2941
1526,Zombie Plush,Plushie,3,1000
1527,Black Snow Jar Ice Cube,Ice Cube,1,9000
1528,Blue Snow Jar Ice Cube,Ice Cube,1,2000
1529,Turquoise Snow Jar Ice Cube,Ice Cube,1,1000
1530,Cottoncandy Snow Jar Ice Cube,Ice Cube,1,9000
1531,Green Snow Jar Ice Cube,Ice Cube,1,2000
1532,Grey Snow Jar Ice Cube,Ice Cube,1,9000
1533,Phantasmoire Snow Jar Ice Cube,Ice Cube,5,1000
1534,Glacial Snow Jar Ice Cube,Ice Cube,5,9000
1535,Orange Snow Jar Ice Cube,Ice Cube,1,9000
1536,Pink Snow Jar Ice Cube,Ice Cube,1,9000
1537,Purple Snow Jar Ice Cube,Ice Cube,1,9000
1538,Red Snow Jar Ice Cube,Ice Cube,1,2000
1539,Skeletal Snow Jar Ice Cube,Ice Cube,5,1000
1540,Snowdrift Snow Jar Ice Cube,Ice Cube,1,11000
1541,Storm Snow Jar Ice Cube,Ice Cube,5,1000
1542,White Snow Jar Ice Cube,Ice Cube,1,9000
1543,Yellow Snow Jar Ice Cube,Ice Cube,1,2000
1544,Flying Makoat Morphing Potion,Morph,5,25000
1545,Pirate Snow Jar Ice Cube,Ice Cube,5,1000
1546,Fairy Jakrit Morphing Potion,Morph,5,25000
1547,Ancient Wulfer Morphing Potion,Morph,3,10000
1548,Plump Turkey Plush,Plushie,7,100
1549,Wulfer's Moon,Book,3,1000
1550,Blitzen Reindeer Plush,Plushie,3,1000
1551,Aurestal Hat,Beauty,3,1000
1552,Aurestal Pet Collar,Beauty,3,1000
1553,Aurestal Pudding,Food,3,1000
1554,Aurestal Ornament,Misc,4,1000
1555,Aurestal Stocking,Misc,3,1000
1556,Aurestal Star Plush,Plushie,3,1000
1557,Classic Aurestal Carols,Book,3,1000
1558,Clippers,Beauty,3,1000
1559,Comet Reindeer Plush,Plushie,3,1000
1560,Milk and Cookies,Food,3,1000
1561,Cupid Reindeer Plush,Plushie,3,1000
1562,Dancer Reindeer Plush,Plushie,3,1000
1563,Dasher Reindeer Plush,Plushie,3,1000
1564,Donner Reindeer Plush,Plushie,3,1000
1565,Egg Nog,Food,3,1000
1566,Gingerbread Aurestal Tree Cookie,Food,3,1000
1567,Holly Berries,Food,3,1000
1568,Aurestal Sword,Battle Item,3,1000
1569,Leftover Aurestal Turkey,Food,3,1000
1570,Mince Pie,Food,3,1000
1571,Mulled Wine,Food,3,1000
1572,Pine Scented Lotion,Beauty,6,1000
1573,Prancer Reindeer Plush,Plushie,3,1000
1574,Red Reindeer Nose,Beauty,3,1000
1575,Reindeer Antlers,Beauty,5,1000
1576,Reindeer Ears,Beauty,3,1000
1577,Rudolph Reindeer Plush,Plushie,3,1000
1578,All About Reindeer,Book,3,1000
1579,Ice Box Stamp,Stamp,3,1000
1580,The Snowman,Book,3,1000
1581,Vixen Reindeer Plush,Plushie,3,1000
1582,Woodland Cobron Morphing Potion,Morph,5,25000
1583,Aurestal Snow Jar,Morph,4,50000
1584,I Heart IceCubes Cap,Beauty,6,1000
1585,Mega Cool Glasses,Beauty,1,1000
1586,Book of Shadows,Book,3,1000
1587,Menacing Monster Comb,Beauty,5,3000
1588,Menacing Monster Hat,Beauty,5,3000
1589,Build Your Pet Closet,Book,3,1000
1590,Dragon Fire Pizza,Food,4,2500
1591,Dragon Statue Plush,Plushie,3,1000
1592,Gallery Collections Stamp,Stamp,3,1000
1593,Learn Ice Breaker,Book,3,1000
1594,Pet Colour Guide,Book,3,1000
1595,Red vs Blue Stamp,Stamp,3,1000
1596,Shopping Ice Cube,Ice Cube,3,5000
1597,Vote IcePets Stamp,Stamp,3,1000
1598,Weapons Trido Plush,Plushie,3,1000
1599,Aurestal Sock Ice Cube,Ice Cube,2,5000
1600,Aurestal Tree Ice Cube,Ice Cube,2,5000
1601,Snow Sprite Ice Cube,Ice Cube,2,5000
1602,Present Ice Cube,Ice Cube,2,5000
1603,Aurora Lights Ice Cube,Ice Cube,2,5000
1604,Wreath Ice Cube,Ice Cube,2,5000
1605,Firework Festivities,Book,6,1000
1606,Sled Ice Cube,Ice Cube,3,1300
1607,New Years Hat,Beauty,5,1000
1608,New Year Balloons,Toy,6,1000
1609,New Years Beanie,Beauty,6,1000
1610,New Years Necklace,Beauty,5,1000
1611,Fireworks Earrings,Beauty,5,1000
1612,New Years Ice Cube 2012,Ice Cube,6,1000
1613,New Years Confetti,Toy,1,1000
1614,Platinum Token,Token,5,75000
1615,Platinum Token Ice Cube,Ice Cube,5,76000
1616,Happy New Year Cake,Food,7,1000
1617,New Years Stamp,Stamp,7,1000
1618,New Years Champagne,Food,6,1000
1619,Firework Ice Cube,Ice Cube,5,3000
1620,New Years Eve Rocket Stamp,Stamp,5,1000
1621,New Years Sunnies,Beauty,7,1000
1622,New Years Eve Rocket Plush,Plushie,6,1000
1623,Blue Wulfer Pinata 2012,Pinata,7,5000
1624,Green Makoat Pinata 2012,Pinata,7,5000
1625,Yellow Dovu Pinata 2012,Pinata,7,5000
1626,Red Jakrit Pinata 2012,Pinata,7,5000
1627,Pink Dabu Pinata 2012,Pinata,7,5000
1628,Firework Ducky,Toy,5,1000
1629,Plushie Ridix Morphing Potion,Morph,5,25000
1630,Blue Dabu Morphing Potion,Morph,2,3000
1631,Turquoise Dabu Morphing Potion,Morph,3,4400
1632,Cottoncandy Dabu Morphing Potion,Morph,4,9000
1633,Green Dabu Morphing Potion,Morph,2,7000
1634,Grey Dabu Morphing Potion,Morph,3,7000
1635,Glacial Dabu Morphing Potion,Morph,4,9000
1636,Orange Dabu Morphing Potion,Morph,3,7000
1637,Pink Dabu Morphing Potion,Morph,3,7000
1638,Red Dabu Morphing Potion,Morph,2,3000
1639,Snowdrift Dabu Morphing Potion,Morph,4,9000
1640,White Dabu Morphing Potion,Morph,3,7000
1641,Yellow Dabu Morphing Potion,Morph,2,3000
1642,Pinata Dabu Morphing Potion,Morph,5,25000
1643,500 IceCash Coin,Misc,4,1000
1644,???,None,0,0
1645,???,None,0,0
1646,???,None,0,0
1647,???,None,0,0
1648,???,None,0,0
1649,???,None,0,0
1650,???,None,0,0
1651,???,None,0,0
1652,???,None,0,0
1653,???,None,0,0
1654,???,None,0,0
1655,???,None,0,0
1656,???,None,0,0
1657,???,None,0,0
1658,???,None,0,0
1659,???,None,0,0
1660,???,None,0,0
1661,???,None,0,0
1662,???,None,0,0
1663,???,None,0,0
1664,???,None,0,0
1665,???,None,0,0
1666,???,None,0,0
1667,???,None,0,0
1668,???,None,0,0
1669,???,None,0,0
1670,???,None,0,0
1671,???,None,0,0
1672,???,None,0,0
1673,Red Audril Ice Cube,Ice Cube,3,13200
1674,Green Cobron Ice Cube,Ice Cube,3,9800
1675,Cottoncandy Dabu Ice Cube,Ice Cube,4,14350
1676,Red Dovu Ice Cube,Ice Cube,5,18275
1677,Phantasmoire Wulfer Ice Cube,Ice Cube,3,3500
1678,Yellow Jakrit Ice Cube,Ice Cube,3,14500
1679,Blue Makoat Ice Cube,Ice Cube,4,11200
1680,Orange Ori Ice Cube,Ice Cube,3,9800
1681,Orange Ridix Ice Cube,Ice Cube,4,13000
1682,Green Sharshel Ice Cube,Ice Cube,4,13000
1683,White Traptur Ice Cube,Ice Cube,3,21000
1684,Turquoise Trido Ice Cube,Ice Cube,3,12000
1685,Party Dovu Morphing Potion,Morph,5,20000
1686,Love Trido Morphing Potion,Morph,5,20000
1687,Love Traptur Morphing Potion,Morph,5,25000
1688,Angelic Ridix Morphing Potion,Morph,5,20000
1689,Evil Snow Jar,Morph,4,15000
1690,Pinata Traptur Morphing Potion,Morph,5,30000
1691,10 Pet Slots Key,Misc,5,80000
1692,Fire Ori Morphing Potion,Morph,5,20000
1693,???,None,0,0
1694,???,None,0,0
1695,???,None,0,0
1696,Baby Makoat Morphing Potion,Morph,5,20000
1697,Broken Heart Ice Cube,Ice Cube,3,2400
1698,Bunch of Roses,Toy,1,3000
1699,Chocolate Gift Set,Food,1,1000
1700,Cupid's Tale,Book,2,1000
1701,Heart-Shaped Diamond Ring,Beauty,6,14000
1702,Heart Locket,Beauty,6,1000
1703,Heart Plush,Plushie,1,1000
1704,Love Letter,Stamp,1,221
1705,Romance Stamp,Stamp,6,1300
1706,Love Snow Jar,Morph,4,15000
1707,Purple Dabu Morphing Potion,Morph,3,7000
1708,Rainbow Audril Morphing Potion,Morph,5,10000
1709,Plushie Ori Morphing Potion,Morph,5,25000
1710,Bitten Heart Chocolate,Food,6,1000
1711,Burning Heart Candle,Misc,6,1000
1712,Evil Chocolate Box,Food,6,1000
1713,Evil Cupid Plush,Plushie,6,1000
1714,Torn Teddy,Toy,3,1000
1715,Crystal Jakrit Morphing Potion,Morph,1,14000
1716,Rave Ridix Morphing Potion,Morph,5,19000
1717,Groovy Cobron Morphing Potion,Morph,5,25000
1718,Groovy Cobron Plushie,Plushie,3,2000
1719,Grey Xephyr Morphing Potion,Morph,2,200000
1720,Blue Xephyr Morphing Potion,Morph,2,200000
1721,Brown Xephyr Morphing Potion,Morph,2,200000
1722,Fire Xephyr Morphing Potion,Morph,2,400000
1723,Green Xephyr Morphing Potion,Morph,2,200000
1724,Orange Xephyr Morphing Potion,Morph,2,200000
1725,Purple Xephyr Morphing Potion,Morph,2,200000
1726,Red Xephyr Morphing Potion,Morph,2,200000
1727,Snowdrift Xephyr Morphing Potion,Morph,2,300000
1728,White Xephyr Morphing Potion,Morph,2,200000
1729,Yellow Xephyr Morphing Potion,Morph,2,200000
1730,Groovy Makoat Morphing Potion,Morph,5,25000
1731,Mysterious Victorian Key,Battle Item,5,10000
1732,Strange Key,Battle Item,5,10000
1733,Groovy Ori Morphing Potion,Morph,5,25000
1734,Black Cat Stamp,Stamp,4,8100
1735,Juicy Stamp,Stamp,4,7689
1736,Prankster Pie,Morph,5,7400
1737,Suspicious Present,Openable,3,1234
1738,Joy Buzzer,Toy,6,5000
1739,Peanut Surprise,Toy,6,5000
1740,Prankster Dovu Ice Cube,Ice Cube,6,5000
1741,Prankster Jakrit Ice Cube,Ice Cube,6,5000
1742,Prankster Day Stamp,Stamp,6,5000
1743,Prankster Pie Ice Cube,Ice Cube,6,1000
1744,Propeller Hat,Beauty,6,5000
1745,Black Jakrit Plushie,Plushie,3,768
1746,Black Makoat Plushie,Plushie,1,346
1747,Black Traptur Plushie,Plushie,2,894
1748,Turquoise Ori Plushie,Plushie,1,174
1749,Cottoncandy Audril Plushie,Plushie,4,4208
1750,Cottoncandy Jakrit Plushie,Plushie,3,679
1751,Cottoncandy Ori Plushie,Plushie,3,1695
1752,Cottoncandy Ridix Plushie,Plushie,5,7413
1753,Cottoncandy Traptur Plushie,Plushie,2,890
1754,Grey Wulfer Plushie,Plushie,3,545
1755,White Traptur Plushie,Plushie,1,1029
1756,???,None,0,0
1757,Glacial Audril Plushie,Plushie,1,905
1758,Glacial Jakrit Plushie,Plushie,2,1045
1759,Glacial Makoat Plushie,Plushie,3,2048
1760,Glacial Ori Plushie,Plushie,4,5719
1761,Glacial Ridix Plushie,Plushie,1,321
1762,Snowdrift Audril Plushie,Plushie,2,780
1763,Snowdrift Jakrit Plushie,Plushie,3,1864
1764,Snowdrift Ori Plushie,Plushie,1,187
1765,Snowdrift Traptur Plushie,Plushie,5,3816
1766,Fluffy Brown Jakrit Tail,Beauty,3,100
1767,Blue Novitegg Lollipop,Food,2,100
1768,Green Novitegg Lollipop,Food,3,100
1769,Pink Novitegg Lollipop,Food,3,100
1770,Cottoncandy Novitegg Lollipop,Food,4,100
1771,Hungry Jakrit Plush,Plushie,5,100
1772,The Mysterious Novitegg,Book,3,100
1773,Pink Egg Mug,Toy,2,100
1774,Purple Egg Mug,Toy,3,100
1775,Green Egg Mug,Toy,4,100
1776,Novitaria Activity Scene,Toy,5,100
1777,Ancient Xephyr Morphing Potion,Morph,2,400000
1778,Groovy Novitegg,Novitegg,2,500
1779,Ancient Novitegg,Novitegg,2,500
1780,Angelic Novitegg,Novitegg,2,500
1781,Evil Novitegg,Novitegg,2,500
1782,Flying Novitegg,Novitegg,2,500
1783,Frozen Novitegg,Novitegg,2,500
1784,Gift-Wrapped Novitegg,Novitegg,2,500
1785,Glowing Novitegg,Novitegg,2,500
1786,Mini Novitegg,Novitegg,2,500
1787,Empty Groovy Novitegg,Empty Novitegg,6,250
1788,Empty Ancient Novitegg,Empty Novitegg,6,250
1789,Empty Angelic Novitegg,Empty Novitegg,6,250
1790,Empty Evil Novitegg,Empty Novitegg,6,250
1791,Empty Flying Novitegg,Empty Novitegg,6,250
1792,Empty Frozen Novitegg,Empty Novitegg,6,250
1793,Empty Glowing Novitegg,Empty Novitegg,6,250
1794,Empty Mini Novitegg,Empty Novitegg,6,250
1795,Empty Gift-Wrapped Novitegg,Empty Novitegg,6,250
1796,Foundation Brush,Beauty,1,606
1797,Fire Dabu Morphing Potion,Morph,5,20000
1798,???,None,0,0
1799,???,None,0,0
1800,???,None,0,0
1801,Groovy Eye Shadow,Beauty,1,3500
1802,Storm Eye Shadow,Beauty,5,8550
1803,Storm Wine,Food,5,9550
1804,Groovy Flower Salad,Food,5,9550
1805,Funky Lava Lamp,Toy,5,10000
1806,Groovy Audril Morphing Potion,Morph,5,25000
1807,Groovy Dabu Morphing Potion,Morph,5,25000
1808,Account Upgrade: 1 Months,Misc,6,100000
1809,Account Upgrade: 3 Months,Misc,6,300000
1810,Account Upgrade: 6 Months,Misc,6,600000
1811,Account Upgrade: 12 Months,Misc,6,1200000
1812,100 Storage,Misc,3,1000
1813,500 Storage,Misc,4,5000
1814,1000 Storage,Misc,5,1000
1815,Golden Locket,Beauty,5,65000
1816,Solid Gold Ring,Beauty,5,65000
1817,Quest Extender,Misc,4,6500
1818,Ancient Ridix Morphing Potion,Morph,5,9000
1819,Ancient Jakrit Morphing Potion,Morph,5,9000
1820,Space Wulfer Helmet,Morph,5,20000
1821,???,None,0,0
1822,???,None,0,0
1823,???,None,0,0
1824,???,None,0,0
1825,Summer Stamp,Stamp,6,5000
1826,???,None,0,0
1827,???,None,0,0
1828,BBQ Meal,Food,5,5000
1829,???,None,0,0
1830,Cupcake Earrings,Beauty,4,11200
1831,Waffle Cone Shield,Battle Item,4,6500
1832,Liquorice Sticks,Food,3,180
1833,Candy Necklace,Beauty,4,13400
1834,Strawberry Popsicle Sword,Battle Item,4,12500
1835,Mini Candy Hearts,Food,3,1400
1836,Chocolate Chunks Cereal,Food,3,550
1837,Candy Lover Puppet,Toy,4,765
1838,The Abandoned Candy Factory,Book,4,12400
1839,Traptur Candy Dispenser,Toy,4,3200
1840,Gold Profile Skin,Profile Skin,5,20000
1841,???,None,0,0
1842,???,None,0,0
1843,Gold Avatar,Avatar,5,20000
1844,Rave Wulfer Morphing Potion,Morph,5,50000
1845,Evil Ridix Morphing Potion,Morph,5,20000
1846,Red Beach Towel,Beauty,2,500
1847,Blue Beach Towel,Beauty,2,700
1848,Blue Bikini,Beauty,2,991
1849,Green Bikini,Beauty,1,478
1850,Pink Bikini,Beauty,4,3100
1851,The Golden Zabeu,Book,6,5000
1852,Diary of a Gold Digger,Book,6,5000
1853,Dark Chocolate Cream Cookie,Food,2,267
1854,Vanilla Cream Cookie,Food,1,103
1855,Ancient Snow Jar,Morph,5,5000
1856,Rave Dabu Morphing Potion,Morph,5,25000
1857,Plain Hotdog,Food,1,100
1858,Mustard Hotdog,Food,2,480
1859,Cheese and Mustard Hotdog,Food,3,673
1860,Chilli Cheese Hotdog,Food,5,2940
1861,Ketchup Hotdog,Food,1,147
1862,Baby Dabu Morphing Potion,Morph,5,20000
1863,Blue Raspberry Popsicle,Food,1,156
1864,Pink Lemonade Popsicle,Food,1,180
1865,Banana Popsicle,Food,3,201
1866,Green Apple Popsicle,Food,1,107
1867,Love Ori Morphing Potion,Morph,5,20000
1868,Raffle Ticket,Misc,6,100
1869,Rave Xephyr Morphing Potion,Morph,2,400000
1870,Ancient Cobron Morphing Potion,Morph,5,5000
1871,Flying Xephyr Morphing Potion,Morph,2,400000
1872,American Flag Ducky,Toy,3,600
1873,Independence Day Ducky,Toy,3,600
1874,Beef Jerky,Food,3,3200
1875,Big Fat Chicken Plush,Plushie,6,1
1876,???,None,0,0
1877,Crystal Ridix Morphing Potion,Morph,5,9999
1878,???,None,0,0
1879,Beach Swimming,Book,5,5000
1880,Beach Ice Cube,Ice Cube,5,2500
1881,Yellow Polka Dot Bikini,Beauty,5,5000
1882,Cherry Cubes,Food,3,5000
1883,Askar Trido Sage,Book,3,2560
1884,???,None,0,0
1885,Pinata Xephyr Morphing Potion,Morph,2,400000
1886,Ancient Traptur Morphing Potion,Morph,5,15000
1887,Flying Dovu Morphing Potion,Morph,5,10000
1888,VIP Raffle Ticket,Misc,4,25000
1889,Discounted Ticket,Misc,4,999
1890,All About Raffles,Book,4,12000
1891,???,None,0,0
1892,???,None,0,0
1893,Raffle Ticket Stamp,Stamp,4,2500
1894,Felix Stamp,Stamp,4,9999
1895,Felix Plush,Plushie,4,6000
1896,Raffle Ticket Plush,Plushie,4,2000
1897,Raffle Winners Parchment,Book,4,8000
1898,Raffle Visor,Beauty,4,4000
1899,Rave Leg Warmers,Beauty,4,1500
1900,Ticket Slushie,Food,2,500
1901,Ticket Tiramisu,Food,2,700
1902,Marshmallows and Stars,Food,5,4000
1903,Moon Pie,Food,5,8000
1904,Raffle Ticket Ice Cube,Ice Cube,4,9999
1905,Meteorite Ice Cube,Ice Cube,4,9999
1906,Space Star Ice Cube,Ice Cube,4,9999
1907,Plushie Jakrit Morphing Potion,Morph,5,15000
1908,Space Ridix Morphing Potion,Morph,5,20000
1909,Skeletal Wulfer Morphing Potion,Morph,5,20000
1910,Blue Dovu Plushie,Plushie,2,500
1911,Turquoise Dovu Plushie,Plushie,3,1500
1912,Brown Dovu Plushie,Plushie,3,1500
1913,Cottoncandy Dovu Plushie,Plushie,4,3500
1914,Green Dovu Plushie,Plushie,2,500
1915,Grey Dovu Plushie,Plushie,3,1500
1916,Glacial Dovu Plushie,Plushie,4,3500
1917,Orange Dovu Plushie,Plushie,3,1500
1918,Pink Dovu Plushie,Plushie,3,1500
1919,Purple Dovu Plushie,Plushie,3,1500
1920,Red Dovu Plushie,Plushie,2,500
1921,Snowdrift Dovu Plushie,Plushie,4,3500
1922,White Dovu Plushie,Plushie,3,1500
1923,Yellow Dovu Plushie,Plushie,2,500
1924,AutoCoder,Toy,6,1
1925,???,None,0,0
1926,???,None,0,0
1927,Tech Wulfer Morphing Potion,Morph,5,25000
1928,Zabeu Totem,Totem,5,4500
1929,Black Zabeu Plush,Plushie,3,545
1930,Turquoise Zabeu Plush,Plushie,3,753
1931,Blue Zabeu Plush,Plushie,3,936
1932,Green Zabeu Plush,Plushie,3,284
1933,Grey Zabeu Plush,Plushie,3,474
1934,Glacial Zabeu Plush,Plushie,3,930
1935,Orange Zabeu Plush,Plushie,1,468
1936,Pink Zabeu Plush,Plushie,3,852
1937,Purple Zabeu Plush,Plushie,3,463
1938,Red Zabeu Plush,Plushie,3,245
1939,White Zabeu Plush,Plushie,3,435
1940,Yellow Zabeu Plush,Plushie,3,345
1941,Gold 2012 Coin,Coin,5,20000
1942,Silver 2012 Coin,Coin,4,15000
1943,Bronze 2012 Coin,Coin,3,10000
1944,Crystal Coin,Coin,5,22222
1945,Fireball Coin,Coin,4,10000
1946,Space Coin,Coin,4,10000
1947,Summer Coin,Coin,2,500
1948,Glacia Coin,Coin,3,1500
1949,Staff Appreciation Coin,Coin,4,3000
1950,Lemonade Coin,Coin,2,500
1951,Snowball Slingshot,Battle Item,3,3800
1952,Plaid Scarf,Beauty,5,2850
1953,Knitted Mittens,Beauty,6,1230
1954,The Lost Polar Bear,Book,3,2950
1955,Mug of Hot Chocolate,Food,3,850
1956,Fuzzy Slippers,Beauty,5,1240
1957,Chocolate Milkshake,Food,2,975
1958,Icicle Daggers,Battle Item,3,4600
1959,Wind-Up Reindeer,Toy,2,1200
1960,Pinata Snow Jar,Morph,5,20000
1961,Blue Xephyr Plushie,Plushie,2,500
1962,Brown Xephyr Plushie,Plushie,3,700
1963,Green Xephyr Plushie,Plushie,2,500
1964,Grey Xephyr Plushie,Plushie,3,700
1965,Orange Xephyr Plushie,Plushie,3,700
1966,Purple Xephyr Plushie,Plushie,3,700
1967,Red Xephyr Plushie,Plushie,2,500
1968,Snowdrift Xephyr Plushie,Plushie,4,1500
1969,White Xephyr Plushie,Plushie,3,700
1970,Yellow Xephyr Plushie,Plushie,2,500
1971,Ancient Xephyr Plushie,Plushie,5,3500
1972,Fire Xephyr Plushie,Plushie,5,3500
1973,Flying Xephyr Plushie,Plushie,5,3500
1974,Pinata Xephyr Plushie,Plushie,5,3500
1975,Rave Xephyr Plushie,Plushie,5,3500
1976,10 Plot Points Card,Misc,3,1400
1977,25 Plot Points Card,Misc,3,3500
1978,100 Plot Points Card,Misc,3,14000
1979,Fire Snow Jar,Morph,5,15000
1980,Groovy Snow Jar,Morph,5,20000
1981,Zebra Pet Pillow,Toy,6,1
1982,Retro Space Helmet,Beauty,4,1900
1983,Retro Ray Gun,Battle Item,4,3400
1984,Star Sprinkle Ice Cream,Food,3,1145
1985,Toy Rocketship,Toy,3,3800
1986,Make a Wish,Book,3,13350
1987,Space Wulfer Plush,Plushie,4,5600
1988,Saturn Lollipop,Food,1,499
1989,Planet Stickers,Toy,4,1650
1990,Book on Black Holes,Book,4,19800
1991,Moon Cookie,Food,3,789
1992,Rocketship Ice Cube,Ice Cube,4,8700
1993,Space Snow Jar,Morph,4,20000
1994,???,None,0,0
1995,Red Sharshel Plushie,Plushie,2,500
1996,Orange Sharshel Plushie,Plushie,2,750
1997,Yellow Sharshel Plushie,Plushie,2,500
1998,Green Sharshel Plushie,Plushie,2,500
1999,Turquoise Sharshel Plushie,Plushie,3,750
2000,Blue Sharshel Plushie,Plushie,2,500
2001,Purple Sharshel Plushie,Plushie,3,750
2002,Pink Sharshel Plushie,Plushie,3,750
2003,Brown Sharshel Plushie,Plushie,3,750
2004,Grey Sharshel Plushie,Plushie,3,750
2005,Black Sharshel Plushie,Plushie,3,750
2006,White Sharshel Plushie,Plushie,3,750
2007,Cottoncandy Sharshel Plushie,Plushie,3,750
2008,Snowdrift Sharshel Plushie,Plushie,3,750
2009,Glacial Sharshel Plushie,Plushie,3,750
2010,Angelic Snow Jar,Morph,5,15000
2011,Plushie Snow Jar,Morph,5,20000
2012,Tech Snow Jar,Morph,5,20000
2013,???,None,0,0
2014,Pet Gender Changer,Misc,3,18000
2015,UHD,Misc,4,25000
2016,???,None,0,0
2017,Digital Dreams,Book,6,1
2018,Crystal Snow Jar,Morph,5,15000
2019,Zabeu Cappuccino,Food,4,4500
2020,Pinata Makoat Morphing Potion,Morph,5,25000
2021,Groovy Traptur Morphing Potion,Morph,5,30000
2022,Pinata Ridix Morphing Potion,Morph,5,25000
2023,Angelic Makoat Morphing Potion,Morph,5,20000
2024,Phantasmoire Pets,Book,4,666
2025,Phantasmoire Ori Plush,Plushie,4,666
2026,Slimy Apple Lollipop,Food,3,666
2027,Chocolate Spooky Pepper,Food,4,666
2028,Phantasmoire Ridix Ice Cube,Ice Cube,4,3500
2029,Phantasmoire Swirled Ice Cream Cone,Food,3,666
2030,Phantasmoire Candy Stamp,Stamp,4,666
2031,Pumpkin Necklace,Beauty,4,666
2032,Soul Stealer,Misc,4,666
2033,Spooky Present,Openable,2,666
2034,Angry Black Cat Plush,Plushie,2,666
2035,Carved Pumpkin Plush,Plushie,2,666
2036,Carved Pumpkin Bat Plush,Plushie,3,666
2037,Carved Pumpkin Cat Plush,Plushie,3,666
2038,Spooky Ghost Plush,Plushie,3,666
2039,Fancy Ghost Plush,Plushie,3,666
2040,Clown Ghost Plush,Plushie,3,666
2041,Full Haunting Treat Bag,Misc,4,10000
2042,Empty Haunting Treat Bag,Misc,1,500
2043,Phantasmoire Trido Morphing Potion,Morph,3,35000
2044,Phantasmoire Dabu Morphing Potion,Morph,3,28000
2045,Woodland Ridix Morphing Potion,Morph,5,25000
2046,Phantasmoire Xephyr Morphing Potion,Morph,4,400000
2047,Cuddly Red Panda Plush,Plushie,5,1000
2048,Cuddly Ferret Plush,Plushie,5,1000
2049,Cuddly Panda Plush,Plushie,5,1000
2050,Cuddly Sloth Plush,Plushie,5,1000
2051,Cuddly Harp Seal Plush,Plushie,5,1000
2052,Cuddly Snow Leopard Plush,Plushie,5,1000
2053,Cuddly Fennec Fox Plush,Plushie,5,1000
2054,Cuddly Raccoon Plush,Plushie,5,1000
2055,Cuddly Penguin Plush,Plushie,5,1000
2056,Cuddly Skunk Plush,Plushie,5,1000
2057,Plushie Dabu Morphing Potion,Morph,5,25000
2058,Plushie Trido Morphing Potion,Morph,5,25000
2059,Fairy Dabu Morphing Potion,Morph,5,20000
2060,Fairy Snow Jar,Morph,5,15000
2061,Groovy Wulfer Morphing Potion,Morph,5,25000
2062,Party Liquor,Food,6,1
2063,Rainbow Scarf,Beauty,3,1000
2064,Evil Traptur Plushie,Plushie,3,1000
2065,Rave Wulfer Plushie,Plushie,3,1000
2066,Ancient Jakrit Plushie,Plushie,3,1000
2067,Skeletal Jakrit Plush,Plushie,3,1000
2068,Spooky Spider Plush,Plushie,3,1000
2069,Writer's Block,Toy,3,1000
2070,Makoat Collar,Beauty,3,1000
2071,Rave Snow Jar,Morph,5,18000
2072,Party Snow Jar,Morph,5,15000
