ID,mainStock,Glacial Grocer,Affogato,Frozen Collectives Emporium,Battle Shop,Toy Trunk,Sugar Rush,United Terrafrost Post Office,Plushie Palace,Grooming Parlour,Ralph's Page Turners,Jacobi's Companion Reserve,Snow Jar Igloo,Golden Touch
1601,Aurestal,0,0,1,0,0,0,0,0,0,0,0,0,0
1602,Aurestal,0,0,1,0,0,0,0,0,0,0,0,0,0
1603,Aurestal,0,0,1,0,0,0,0,0,0,0,0,0,0
1604,Aurestal,0,0,1,0,0,0,0,0,0,0,0,0,0
1605,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,Aurestal,0,0,1,0,0,0,0,0,0,0,0,0,0
1607,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1630,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1631,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1633,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1634,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1635,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1636,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1637,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1638,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1639,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1640,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1641,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1642,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1643,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1674,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1675,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1676,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1677,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1679,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1680,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1681,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1682,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1683,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1684,main,0,0,1,0,0,0,0,0,0,0,0,0,0
1685,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1686,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1687,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1688,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1689,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1690,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1691,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1693,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1697,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,Amourok,1,1,1,1,1,1,1,1,1,1,1,0,0
1705,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1707,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1708,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1710,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1718,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1719,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1720,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1721,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1722,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1723,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1724,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1725,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1726,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1727,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1728,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1729,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1730,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1731,main,0,0,0,1,0,0,0,0,0,0,0,0,0
1732,main,0,0,0,1,0,0,0,0,0,0,0,0,0
1733,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1734,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1735,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1736,main,0,0,0,0,0,1,0,0,0,0,0,0,0
1737,Prankster Day,0,0,0,0,1,0,0,0,0,0,0,0,0
1738,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1746,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1747,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1748,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1749,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1750,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1751,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1752,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1753,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1754,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1755,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1756,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1758,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1759,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1760,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1761,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1762,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1763,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1764,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1765,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1766,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1778,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1779,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1780,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1781,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1782,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1783,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1784,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1785,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1786,Novitaria,1,1,1,1,1,1,1,1,1,1,1,0,0
1787,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,main,0,0,0,0,0,0,0,0,1,0,0,0,0
1797,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1798,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1807,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1808,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1846,main,0,0,0,0,0,0,0,0,1,0,0,0,0
1847,main,0,0,0,0,0,0,0,0,1,0,0,0,0
1848,main,0,0,0,0,0,0,0,0,1,0,0,0,0
1849,main,0,0,0,0,0,0,0,0,1,0,0,0,0
1850,main,0,0,0,0,0,0,0,0,1,0,0,0,0
1851,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,main,0,0,0,0,0,1,0,0,0,0,0,0,0
1854,main,0,0,0,0,0,1,0,0,0,0,0,0,0
1855,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,main,1,0,0,0,0,0,0,0,0,0,0,0,0
1858,main,1,0,0,0,0,0,0,0,0,0,0,0,0
1859,main,1,0,0,0,0,0,0,0,0,0,0,0,0
1860,main,1,0,0,0,0,0,0,0,0,0,0,0,0
1861,main,1,0,0,0,0,0,0,0,0,0,0,0,0
1862,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1863,main,0,1,0,0,0,0,0,0,0,0,0,0,0
1864,main,0,1,0,0,0,0,0,0,0,0,0,0,0
1865,main,0,1,0,0,0,0,0,0,0,0,0,0,0
1866,main,0,1,0,0,0,0,0,0,0,0,0,0,0
1867,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1868,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1870,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1872,main,0,0,0,0,1,0,0,0,0,0,0,0,0
1873,main,0,0,0,0,1,0,0,0,0,0,0,0,0
1874,main,1,0,0,0,0,0,0,0,0,0,0,0,0
1875,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1878,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,main,0,0,0,0,0,0,0,0,0,1,0,0,0
1884,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,main,0,0,0,0,0,0,0,0,0,0,0,0,1
1886,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1910,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1911,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1912,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1913,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1914,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1915,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1916,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1917,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1918,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1919,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1920,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1921,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1922,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1923,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1924,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1928,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1945,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1946,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1947,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1948,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1949,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1950,main,0,0,0,0,0,0,1,0,0,0,0,0,0
1951,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1961,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1962,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1963,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1964,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1965,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1966,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1967,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1968,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1969,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1970,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1971,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1972,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1973,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1974,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1975,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1976,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1980,main,0,0,0,0,0,0,0,0,0,0,0,1,0
1981,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,none,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1996,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1997,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1998,main,0,0,0,0,0,0,0,1,0,0,0,0,0
1999,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2000,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2004,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2005,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2007,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2008,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2009,main,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2011,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,main,0,1,0,0,0,0,0,0,0,0,0,0,0
2020,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2021,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,main,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,none,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,Phantasmoire,1,1,1,1,1,1,1,1,1,1,1,0,0
2043,Phantasmoire,0,0,0,0,0,0,0,0,0,0,0,1,0
2044,Phantasmoire,0,0,0,0,0,0,0,0,0,0,0,1,0
