ID,Description
1513,I bet Cecie wouldn't like to see her Tokens in Ice Cubes. Funded by gravity172
1514,"Purple Tokens are my favorites, so is this Ice Cube! Funded by gravity172"
1515,Perfect Ice Cube for all the Token-Lovers out there. Funded by gravity172
1516,Collectors will pay a lot for this Ice Cube. Funded by gravity172
1517,Looks like a little sun trapped inside an Ice Cube. Funded by gravity172
1518,Phantasmoire Decorations was first released in late 2011!
1519,I bet you've been scratching for a book about the Black Cat on Phantasmoire night...
1520,Learn more about some of the Skull Items! All About Skulls was funded by gravity172.
1521,Vampire Plushie was first released in late 2011!
1522,Who is this being shrouded in mystery?
1523,The Book of Werewolves was first released in late 2011!
1524,A Dovu and Ridix enjoy their favorite Phantom's Hallows game.
1525,"Since this book was released in late 2011, it has taught hundreds of Terrafrostians that zombies are more than just fearsome flesh-eaters."
1526,Zombie Plushie was first released in late 2011!
1527,"Doesn't it look kind of sad? Of course not, it's a Snow Jar. Funded by gravity172."
1528,Will it still change your Pet's colour when you unfreeze it? Funded by gravity172.
1529,"This Ice Cube and Snow Jar are so similar in colour, it's nearly impossible to tell where one ends and the other begins! Funded by gravity172."
1530,Whoever froze this is a big meanie! Funded by gravity172.
1531,So... green... must... have! Funded by gravity172.
1532,It looks so lonely... funded by gravity172.
1533,"It's not that scary in an Ice Cube, see? Funded by gravity172."
1534,Iceception! Funded by gravity172.
1535,Is it really orange? It could also be ocher. Funded by gravity172.
1536,"Perplexing though it may be, this Ice Cube is simply... pulchritudinous. Funded by gravity172."
1537,"Whenever you need a Purple Snow Jar, just melt this Ice Cube. Funded by gravity172."
1538,"I wonder if the content of the Snow Jar is frozen, too. Funded by gravity172"
1539,This Ice Cube's kind of creepy. Funded by gravity172.
1540,"If you aren't careful, this Ice Cube might just drift out of your grasp. Funded by gravity172."
1541,"Despite the raging storm inside this Ice Cube, it's rather silent. Funded by gravity172."
1542,Being able to keep track of this is quite the accomplishment. Funded by gravity172.
1543,"Are you sure that's a Yellow Snow Jar? Really? Heh... Alright, then. Funded by gravity172."
1544,Can't believe flying Makoats exist? Use this potion on your pet and you'll see.
1545,Did I just see a peg leg in there? Probably not. Funded by gravity172.
1546,Using this potion will change your Pet into a beautiful Fairy Jakrit!
1547,"Inside this mystical rock, the Ancient Wulfer sleeps. Are you ready to wake it up?"
1548,This turkey is not for eating!
1549,A tale of the Wulfer's gift.
1550,Blitzen Reindeer Plushie was given out on day 11 of the Advent Calendar in 2011.
1551,"A Christmas Hat may occasionally function as a Sharshel shell, but only during the magical time of Christmas."
1552,Those bells will keep you from losing your pet. (Christmas Pet Collar was given out on day 8 of the Advent Calendar in 2011.)
1553,Christmas Pudding was given in day 21 of Advent Calendar in 2011.
1554,"Hang it here, or hang it there, it's sure to bring some Christmas cheer!"
1555,Christmas Stocking was given out on day 23 of the Advent Calender in 2011.
1556,Christmas Star Plushie was given out on day 27 of the Advent Calendar in 2011.
1557,"Fa la la la la, la la la la"
1558,Give your pet a beautiful haircut!Funded by gravity172!
1559,Comet Reindeer Plushie was given out on day 9 of the Advent Calendar in 2011.
1560,Milk and Cookies was given in day 24 of the Advent Calender in 2011.
1561,Cupid Reindeer Plushie was given out on day 13 of the Advent Calendar in 2011.
1562,Dancer Reindeer Plushie was given out on day 7 from the Advent Calendar in 2011.
1563,Dasher Reindeer Plushie was given out on day 5 of the Advent Calendar in 2011.
1564,Donner Reindeer Plushie was given out on day 3 of Advent Calendar in 2011.
1565,Egg Nog was given in day 20 of Advent Calender in 2011.
1566,There's plenty of present storing room beneath these branches!
1567,Holly Berries was given in day 2 of the Advent Calendar in 2011.
1568,All those lights are perfect for distracting your enemy... or yourself.
1569,Leftover Christmas Turkey was given on day 26 of the Advent Calendar in 2011.
1570,Mince Pie was given out on day 22 of the Advent Calendar in 2011.
1571,Mulled Wine was given in day 16 of the Advent Calender in 2011.
1572,Yay! Now you can finally smell like a pine forest!
1573,Prancer Reindeer Plushie was given out on day 15 of the Advent Calender in 2011.
1574,Rudolph would envy you! (Given out on day 30 of the Advent Calendar in 2011.)
1575,Now you can pretend you're one of Santa's reindeer with these fashionable antlers! I wouldn't recommend trying to fly though.
1576,"Reindeer ears sure are cute, aren't they?"
1577,Rudolph Reindeer Plushie was given out on day 31 of the Advent Calendar in 2011.
1578,All about the nine little reindeer that pull his sleigh! (Distributed on Day 1 of Advent Calendar in 2011.)
1579,What a great way to commemorate where all Ice Cubes originate from! Funded by gravity172.
1580,Why did the snowman leave his post? (Distributed on Day 4 of the Advent Calendar in 2011)
1581,Vixen Reindeer Plushie was given out on day 17 of the Advent Calendar in 2011.
1582,Woodland Cobrons are rare. You're lucky to own this potion! Funded by mrsgiggles!
1583,"If your Pet enjoys the winter festivities, this is a great way for them to express their holiday cheer year-round!"
1584,Only for the dedicated Ice Cube lovers!
1585,These glasses spell out something cool!
1586,A book about Ninjas.
1587,"Be careful when using this comb, it may bite."
1588,A warm hat with ear folds. Warning: may scare others away.
1589,Build Your Pet Closet is exclusive to the Dragon Statue.
1590,Dragon Fire Pizza is exclusive to the dragon statue.
1591,Dragon Statue Plushie is exclusive to the dragon statue.
1592,Gallery Collections Stamp is exclusive to the dragon statue!
1593,Learn Ice Breaker is exclusive to the Dragon Statue.
1594,Pet Colour Guide is exclusive to the Dragon Statue.
1595,Red vs Blue Stamp is exclusive to the dragon statue.
1596,I want this pair of shoes. And that shirt over there. And that scarf. And...
1597,Anyone who has a large family of Pets will appreciate this Stamp.
1598,Weapons Trido Plush is exclusive to the dragon statue.
1599,I'd love to see what's inside this sock. Funded by gravity172.
1600,How is this even possible? Funded by gravity172.
1601,Take home a slice of the holidays with an adorable snow sprite of your very own!
1602,"So, is this a gift wrapped Ice Cube or what? Whatever it is, it looks great! Funded by gravity172."
1603,"Don't worry, this is not the real Santa. Funded by gravity172."
1604,"I wish there were some candles on it. Oh, wait, candles in an Ice Cube? Nevermind. Funded by gravity172."
1605,Boom! Pow! Oooo! Want to know more about fireworks? Read this and you just might explode. (Released on News Years in 2012.)
1606,I could really use that sled... But the Ice Cube's fine as well. Funded by gravity172!
1607,Party hard in this stylish New Years Hat!
1608,Pop! Pop! Pop!
1609,"It looks like the night sky. Gorgeous, isn't it? Funded by Lykaon."
1610,Celebrate in this gorgeous necklace! Funded by Lykaon.
1611,Don't let these earrings ignite whilst wearing them! Funded by Lykaon.
1612,Happy new year! Funded by Lykaon.
1613,Throw this confetti around to brighten up any room!
1614,A lot of time and money goes into obtaining one of these Tokens. This item is for use at the Token Booth. Funded by gravity172.
1615,So rare! Want!Funded by Gravity172.
1616,Happy New Year CakeFunded by Lykaon.
1617,New Years Stamp was released in 2012! Funded by Lykaon.
1618,This peppy little guy is ready to cheer you on from dusk to dawn!
1619,I wonder what would happen if this melted?Funded by Lykaon.
1620,New Year's Eve Rocket Stamp Funded by Lykaon.
1621,Your friends will envy you for your new sunglasses.
1622,New Year's Eve Rocket PlushieFunded by Lykaon.
1623,"Wow! A Wulfer Pinata, I wonder what could be inside? Give it a whack to find out!"
1624,"Wow! A Makoat Pinata, I wonder what could be inside? Give it a whack to find out!"
1625,"Wow! A Dovu Pinata, I wonder what could be inside? Give it a whack to find out!"
1626,"Wow! A Jakrit Pinata, I wonder what could be inside? Give it a whack to find out!"
1627,"Wow! A Dabu Pinata, I wonder what could be inside? Give it a whack to find out!"
1628,Watch out! This ducky is hot stuff! Funded by Lykaon.
1629,"Turn your pet into an adorable, squishy Ridix! Complete with patches and huge button eyes. Funded by Cara, this is for the first IcePet Vermillion ever made."
1630,"The perfect colour for your Dabu! So fancy, so lovely, so blue."
1631,This colour would make every Pet happy -- especially a Dabu!
1632,"Even though it might be tempting, don't drink this potion yourself. It might harm you."
1633,"Turn your pet into a Green Dabu. Go, do it, fast! Otherwise I will take it and use it myself."
1634,-sigh- Doesn't this grey Dabu look sad?
1635,Morphing your pet into an ice Dabu? Prepare for cold hugs.
1636,Now this is a healthy-looking Dabu!
1637,Dabus seem to love pink.
1638,Red perfectly suits your Dabu!
1639,"... Those eyes are kinda scary, aren't they?"
1640,"White Dabus look kinda creepy, huh? But they are lovely, trust me."
1641,"Careful, your pet could look like a cheese after using this potion."
1642,Please remember that this is your beloved pet. Don't whack it. Funded by Cara.
1643,Using this item will award 500 IC to your account!
1644,
1645,
1646,
1647,
1648,
1649,
1650,
1651,
1652,
1653,
1654,
1655,
1656,
1657,
1658,
1659,
1660,
1661,
1662,
1663,
1664,
1665,
1666,
1667,
1668,
1669,
1670,
1671,
1672,
1673,That poor Audril...Funded by Lykaon!
1674,It looks like it's about to cry. Poor little Cobron.
1675,"One day it will break free, I'm sure. Funded by Lykaon!"
1676,"It can't fly anymore... Wait, can Dovus fly? Funded by Lykaon!"
1677,If you listen closely you can hear him howl... Funded by Lykaon!
1678,This Jakrit seems to like living in an Ice Cube. Funded by Lykaon!
1679,Moo. Funded by Lykaon!
1680,This must be the cutest Ori - A perfect choice for this Ice Cube. Funded by Lykaon!
1681,"You can admire the beauty of this Ridix all day long, it won't go away. Just make sure to keep it cold. Funded by Lykaon!"
1682,Disclaimer: No Sharshels were hurt for this Ice Cube. Funded by Lykaon!
1683,This Ice Cube might keep Trapturs from extinction - Who knows? Funded by Lykaon!
1684,"Your favourite Trido, always there in your collection! Funded by Lykaon."
1685,This potion is going to turn your pet into a party animal!
1686,Do you think it's able to fly? Find out by using this potion! Funded by Cara.
1687,Morphing your pet into a love Traptur includes the cute bow tie. Great deal!
1688,"If being peaceful and watching over others has always been in your Pet's nature, then this Morphing Potion is perfect for them!"
1689,An unimaginable evil is captured inside of this Evil Snow Jar.
1690,How about some candy? Ask your new pinata Traptur!
1691,This item will open 10 pet slots!
1692,"A flying, fire breathing bird. Novyns have nothing compared to this!"
1693,
1694,
1695,
1696,The baby Makoat is just taking its first steps. Make sure to take good care of it!
1697,This sad Ice cube shows you what happens when a heart breaks in two...
1698,"Roses always look beautiful, and the good thing about these, they'll never die!"
1699,A yummy box of chocolates for all to enjoy! Or you could eat them yourself...
1700,A fantastic story about caring and love...
1701,A beautiful ring to give to a beautiful pet...
1702,All of those lady (and guy) pets will want this fine jewelry!
1703,"A cute, snuggly heart for you to cuddle up with."
1704,A letter from your dearest love... or a good friend of yours!
1705,"A cute stamp that can always make you go ""aww""..."
1706,Turn your Pet into something pink and lovely!
1707,"Wow, I've never seen a purple rodent before. Pretty... purple."
1708,"It looks like this little imp is plotting something. Be careful, or you might just end up covered in colour!"
1709,"Hurry, morph your pet! What could be better than hugging a plushie Ori? Funded by Cancerian626"
1710,Bitten Heart Chocolate is an anti Valentine item that comes from the game Heart Breaker.
1711,Burning Heart Candle is an anti Valentine item that comes from the game Heart Breaker.
1712,Evil Chocolate Box is an anti Valentine item that comes from the game Heart Breaker.
1713,Evil Cupid Plush is an anti Valentine item that comes from the game Heart Breaker.
1714,Torn Teddy is an anti Valentine item that comes from the game Heart Breaker.
1715,"The Jakrit loves its Crystal, you love your Jakrit. Perfect, isn't it? Funded by Trade"
1716,Turn your Pet into a rave machine!
1717,"Whoa, far out! Now your Pet can be a groovy, funky Cobron with just a few sips from this Potion!"
1718,The grooviest plushie you will ever own.
1719,Xephyrs look amazing — especially in grey.
1720,"This potion will transform your Xephyr into a dazzling, brilliant blue creature of grace."
1721,"Brown Xephyr can easily disguise themselves with nature, thanks to their delightfully white and brown coats."
1722,This fiery potion will change your pet into a hot blooded and enigmatic Fire Xephyr! Funded by Romance.
1723,"Xephyrs move like leaves in the wind — and they look like them, too!"
1724,Your Xephyr will shine as bright as the sun after using this Morphing Potion!
1725,Pick this pitch perfect purple for persnickety Pets!
1726,This would be the perfect look for the red carpet. Made by Romance.
1727,Doesn't the Snowdrift Xephyr look gorgeous?
1728,A perfect dress for every event — white!
1729,On a sunny day it's hard to see your gorgeous Xephyr.
1730,"Make your Pet a groovy Makoat, maaan. Funded by Kirsty."
1731,I wonder what this key does... Funded by Whoat.
1732,"Heh, this is a strange key. Get it? Funded by Whoat."
1733,Relax and enjoy the smell of flowers with your new 60s Ori. Funded by Kirsty.
1734,Hopefully this doesn't give bad luck...
1735,This stamp makes everyone thirsty!
1736,"A wise choice to take the edge off your hunger, but why waste the chance to pull a prank with this tempting dessert? Give in to that temptation and throw it at your pet!"
1737,"Looking past the beautifully wrapped gift, something certainly seems quite odd about it... Who would leave this present just lying here, alone, anyways?!"
1738,"A very ""handy"" tool when it comes to playing practical jokes!"
1739,"Feeling peckish? Help yourself to some delicious, totally-worm-free, honey roasted peanuts!"
1740,"It may be made of ice, but you'll still want to keep an eye on this sneaky little Dovu..."
1741,An unfortunately unlucky Jakrits face is covered with pie! An amusing image to add to your delight of attaining this Ice Cube!
1742,"Whatever use you have for this special stamp, you are sure to remember the sweet memories of April Fools Day and all of the pranks that came along with it."
1743,"While prank Ice Cubes are a cool addition to any practical prank, this one's simply a source of remembrance of the wonderful and exciting day that brings you prankster pies and suspicious presents!"
1744,There's no shame in showing the world that you were pranked! Have pride in showing that you survived April Fools!
1745,This plushie was originally found lurking in the shadows!
1746,The perfect addition to your collection!
1747,"Black as charcoal, and as dark as night... like the time you will spend cuddling this stuffed friend."
1748,"This may be a common Plushie, but it's a fabulous colour!"
1749,"Looks so tasty, you just might want to eat it!"
1750,This plushie is actually made from the finest candy!
1751,Trained by dentists to fly away... Hold on tight to this plushie!
1752,Perfect for a baby shower! Especially if you're unsure of the gender..
1753,This little Traptur can come on all your adventures!
1754,Sad and lonely.. Maybe you should take him home?
1755,This plushie is bound to get dirty!
1756,
1757,This little guy is so like the real version! Complete with soft tufts of fur around its head.
1758,"While these guys are hardly talented ice skaters, they do seem to have the ability to survive even the coldest winters. Luckily for this plushie, instead it can survive in your warm arms instead!"
1759,Makoats love the ice... you love the Makoat... this plushie is absolutely perfect for you to hold!
1760,"This is a special plushie of the entire Ice Plushie collection. Out of all others, this comes with real feathers from a real Ice Ori. They are so soft that any child would love to hug this plushie."
1761,"The texture of this glistening plushie is so similar to that of actual ice... yet, it's not as cool to the touch!"
1762,"Much like the fluffy Snowdrift Audril that resides in the Snowslide Mountains, this plushie is so fluffy that you wont resist its welcoming cuddles."
1763,Every plushie collector or snuggler should have their very own Snowdrift Jakrit Plushie.
1764,This plushie is beautifully decorated with elegant markings of the wonderful Snowdrift Ori.
1765,"Snowdrift Trapturs are rare, but this plushie certainly is not! Treasure this close to your heart, and you might one day see the rare beast for yourself."
1766,This easy to pin on clip is well worth the price you have to pay for it!
1767,"Within this blueberry flavored candy egg, resides a wonderfully tasty milk chocolate center."
1768,"Ever enjoyed a caramel apple before? Quite tasty, yes? Well prepare yourself for a delicious treat of green apple flavored candy with a creamy caramel center."
1769,"Sadly, nothing was placed within this lollipop. However, the flavor is so delicious, you hardly ever miss the treat which usually resides within."
1770,Why bother with a short lived bag of cotton candy when you can so easily enjoy a cotton candy flavored lollipop that lasts three times as long as that bag.
1771,"A Jakrit should never go without its carrots... therefore, we found it only fitting that this stuffed ball of fluff should have its own stuffed carrot!"
1772,"Noviteggs usually hold a sweet treat for the one who finds it... But for this egg, something more resides within!"
1773,"Don't worry about those cracks, they're decorative! So enjoy your hot cup of eggnog, coffee or hot chocolate. You've earn it, after all!"
1774,"This, and a dose of warm coffee, is all you need to add to that special morning as you watch your pets hunt for those hidden Novitegg."
1775,Leaving this in the grass is hardly a good idea considering the shade of colour it carries.
1776,"Complete with a few colourfully-decorated Noviteggs, a rabbit, a duckling, and so much more!"
1777,"For being so old, the Ancient Xephyr looks pretty good. Wow! Funded by Wonderrabbit."
1778,"This egg is waaaay cool, maaaan."
1779,This egg is a blast from the past!
1780,Uh... I didn't do it!
1781,This is one bad egg.
1782,Take to the skies with this egg in hand!
1783,So... Cold... Need... Gloves...
1784,"You know, you don't have to gift this to anybody - You can just keep it for yourself."
1785,Perfect for egg hunting at night.
1786,"Eep, so tiny, so cute!"
1787,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1788,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1789,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1790,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1791,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1792,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1793,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1794,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1795,This Empty Novitegg was first released for the Novitaria Event of 2012. You may use these as currency in the Novitaria Store.
1796,"Apply your favorite foundation, for an even and flawless finish!"
1797,Who knew that cute Dabus had such an impulsive character? Funded by Ekwag.
1798,
1799,
1800,
1801,"Make your eyes groovy with the bright colours of the 60's! Includes a dazzling yellow, funky blue, and a marvelous red!"
1802,Match the bad weather with these stormy colours. You're sure to catch the attention of others with their striking lightning-like appearance!
1803,"A small glass of wine now and again never hurt anyone, but make sure this stormy drink doesn't splash up your nose!"
1804,"Keep healthy with this flowery food. Don't worry, the salad itself is very fresh."
1805,Watch the blobs of wax move in a fascinating dance inside this groovy lava lamp!
1806,This Potion will turn your Pet into a chill Audril. Funded by Kirsty.
1807,Your Dabu will look groovy in this 60s theme. Funded by Kirsty.
1808,"30 days of fun in the sun and pure enjoyment await you with the purchase and/or use of this card! To find out the perks of having an upgraded account, please visit the Gold Account page."
1809,"3 months of account upgrades will feel like a year! For a full list of perks, please visit the Gold Account Page."
1810,"The use of this card may inflict serious ""mind-blowing"" trauma... use with caution as none of its gifts and glory are worth a blown mind. For a full list of perks, please visit the Gold Account Page."
1811,"You should consider this master of membership cards above all other potential purchases. This is a years worth of fun in the world of Icepets after all! For a full list of perks, please visit the Gold Account Page."
1812,"Use this item to add 100 storage space to an existing storage, or to add a new size 100 storage."
1813,"Use this item to add 500 storage space to an existing storage, or to add a new size 500 storage."
1814,"Use this item to add 1000 storage space to an existing storage, or to add a new size 1000 storage."
1815,Only the best jewellery for the best pets! 100% gold to top off your life of luxury!
1816,You will shine when you wear this ring.
1817,"This mysterious mask will allow you to do 10 more quests for the the quest of your choosing. Choose wisely though, as you may only use 1 quest extender per day!"
1818,"The Ancient Ridix might look angry, but who wouldn't after sleeping for decades?"
1819,Others will envy you once you own a mighty Ancient Jakrit. Funded by Wonderrabbit.
1820,This beautiful helmet enables your Wulfer some exciting trips to space! Funded by Kahvi.
1821,
1822,
1823,
1824,
1825,Treasure your memories of fun in the sun with this priceless stamp; for memories are truly priceless.
1826,
1827,
1828,"You shall soon be grateful for saving your appetite for this delicious, mouth watering, succulent meal."
1829,
1830,These cute little earrings complete any sugary sweet outfit.
1831,A great shield against foam weapons or a yummy snack if you get hungry while fighting.
1832,A good substitute for a straw in a pinch.
1833,This cute necklace doubles as a discrete snack.
1834,This sword is sure to lead you to sweet victory... unless it melts first.
1835,These candy hearts have messages written on them. Give them to someone special to let them know that you care.
1836,Add a glass of milk and an orange and it becomes part of a good breakfast!
1837,Now the Candy Lover can follow you everywhere!
1838,The twins had no idea what they were getting into when they decided to explore the old Candy Factory...
1839,Press the Traptur's head and it burps up candy! Fun for the whole family!
1840,Using this item will unlock the shiny Gold Profile for your use!
1841,
1842,
1843,Unlock this exclusive gold avatar for use on the forums.
1844,This glowstick is more than just a toy - it will will morph your pet into a fancy rave Wulfer.
1845,"You shouldn't mess with an evil Ridix, trust me. Funded by Apri."
1846,Bright red with the slight scent of cherry.
1847,"Classically matching the colour of the ocean, and made of the softest threads that any towel company can provide, you shall be the envy of the beach."
1848,The soft blue of this Blue Bikini will certainly match your your beach towel to perfection!
1849,"This can be considered more of an aqua-coloured bikini, but who cares, really? Your day at the beach is all about the sun and the ocean!"
1850,You've worked hard on your body all year 'round... you deserve the chance to wear this cute bikini!
1851,Legend tells of a Zabeu with a pelt as bright as gold.
1852,This diary was found deep within the mineshafts. Adventure guaranteed!
1853,For all of the dark sinners out there... this cookie was made for your soul.
1854,"Chocolate may be good, but it can't beat the goodness of the vanilla flavored cream cookie!"
1855,Awaken the long-lost ancient soul resting in your Pet using this rare Snow Jar. Funded by Cowpro.
1856,Rave Dabus are very playful pets. If you think you can cope with this power - go ahead! Funded by Irissa.
1857,"For those who don't enjoy ketchup, mustard, or relish, you can still at least enjoy the oh so succulent and juicy hotdog on a bun!"
1858,"Not everyone truly appreciates the tastebud loving flavor of the mustard hotdog, but at least you do!"
1859,"Hey, if people are allowed to eat a doughnut cheeseburger, then you can certainly eat this combination of hotdog without stares and odd remarks from strangers!"
1860,"You may regret this later, but live for now, right?!"
1861,"Ah, now HERE is a classic and favorite form of hotdog... seriously, is there anyone out there who would deny such a delicious meal? Nonesense."
1862,Want an adorable large headed pet?This morphing potion is for you! Funded by Wonderrabbit for chihuahua.
1863,"Such as the colour blue, this Blue Raspberry Popsicle is a favorite among many! However, on a hot day at the beach, you better get yours quickly, these tend to run out pretty fast."
1864,"On hot days, you will surely prefer a popsicle over a cold drink! But it may be best to have this placed inside of your cup on extra hot days, in the likely event that it melts faster than you can eat it."
1865,"Commonly mistaken for the lemon popsicle, this banana is less sweet and sour... but yet, still tropical enough to enjoy on the beach."
1866,"Beware the sour! However, if this is not your first try, you're at least more prepared for the impact of the taste."
1867,This morphing potion will turn your pet into one that will help you win the heart of another! Funded by Desmond.
1868,Turn in this expired ticket for credits in the Raffle Shop!
1869,Your pet will be ready to rave the night away with one gulp of this brilliant bright brew!
1870,The Ancient Cobron has been wandering the lands long before you were born. Maybe it has some interesting stories to tell.
1871,Xephyrs look fascinating while flying. Use this on your pet if you want to watch it yourself.
1872,"Happy 4th of July, America! Funded by Lainie."
1873,"Happy 4th of July, America! Funded by Lainie."
1874,Having a wild side craving? This bag of jerky is sure to satisfy! Funded by Crimes.
1875,A big ol' huggable chicken! Commemorative Item for Vermillion.
1876,
1877,Turn your dull and drab pet into a playful Crystal Ridix with this fancy potion! Funded by Nyssa.
1878,
1879,A wonderfully written story about swimming at the beach.
1880,"Defeating all scientific possibilities, you can now own this Beach Ice Cube, complete with a realistic sun, wavy ocean and a sandy beach!"
1881,"When wearing this, please be cautious of sunburn, sand fleas, and potential looks from very hot males!"
1882,Cool off your drink and give it a cherry twist with these neato ice cubes!
1883,The wonderful tale of a Trido who wields healing instead of steel.
1884,
1885,Whack that Xephyr into oblivion! Funded by Air.
1886,This majestic Traptur will raise your hair along with random rocks on the ground!
1887,"The Flying Dovu... Among the rarest... Wait, Dovus can already fly, can't they?"
1888,"When this Ticket is used, each week you are able to purchase an additional 50 raffle tickets from the raffle.This is a permanent upgrade."
1889,"When used, this ticket reduces the price of raffle tickets by 50 IP permanently. [[ Limit 5 per user.(MAX:250 IP discount)]]"
1890,This book is filled with wonderful information about the world of raffling!
1891,
1892,
1893,This pretty stamp is ready to be a part of your collection!
1894,Looks like the Raffle Guy is stuck in this stamp! Oh wait...
1895,Now equipped with ticket raffling action!
1896,This plushie is actually filled with more tickets!
1897,This gives you the whole list of all the previous raffle winners.
1898,Looks like Raffle Guy lost his hat. Bet it will look better on your pet anyway.
1899,Love hats? Love tickets? This is the hat for you!
1900,Pumped full of sugar and the wonderful taste of winning.
1901,How much food colouring do you think is in the cake?
1902,Small and fun to eat! This tasty treat will fill your pets tummy.
1903,"A marshmallow between two cookies, and covered in chocolate. What more could you want?"
1904,Poor little ticket is trapped inside. I hope it isn't a winning number.
1905,That is one meteorite that we don't have to worry about.
1906,This star can grant all your wishes! Too bad it is stuck in an Ice Cube...
1907,This potion squeaks each time it's picked up. How cute! Funded by Hornbuckle.
1908,Ridix... In... Spaaaaaace! Funded by Foxtail.
1909,Can something be creepy and cute at the same time?I think we have an answer. Funded by Irissa.
1910,"If you don't want it, I'll take it. No doubt!"
1911,What Pet wouldn't love the eye-catching colour of this Plushie?
1912,"Hmm, looks like it's made of chocolate."
1913,"Three great things combined! Cotton candy, a Dovu and a Plushie."
1914,"Even though this is a pretty basic colour, this Plushie is a very sturdy plush!"
1915,"Some say grey will make you sad, but this Grey Dovu Plushie will put a smile on anyone's face."
1916,"You shouldn't let your pet play with this plushie for too long, it might catch a cold."
1917,This plushie is wearing its perfect summer dress.
1918,I guess girls might like this one more than boys do.
1919,Softer than most of the other Dovu Plushies.
1920,"No, this is not a strawberry. Don't eat it."
1921,"If you lose this plushie in a snowstorm, you'll never get it back."
1922,"You should take away all pencils from your pet, it could think this Dovu is made out of paper."
1923,"With this Dovu there will always be sunshine, even on rainy days."
1924,Now if I could just figure out how to make this work for real... Commemorative Item for Nate.
1925,
1926,
1927,Get as close as you can to actual programming by morphing your pet into a Tech Wulfer! Funded by Slusserd.
1928,This totem will summon a zabeu to be tamed! It will disappear once used.
1929,"A plushie of the mythical creature, the ""Zabeu""."
1930,"A plushie of the mythical Pet, the ""Zabeu."""
1931,"A plushie of the mythical creature, the ""Zabeu""."
1932,"A plushie of the mythical creature, the ""Zabeu""."
1933,"A plushie of the mythical creature, the ""Zabeu""."
1934,"A plushie of the mythical creature, the ""Zabeu""."
1935,"A plushie of the mythical creature, the ""Zabeu""."
1936,"A plushie of the mythical creature, the ""Zabeu""."
1937,"A plushie of the mythical creature, the ""Zabeu""."
1938,"A plushie of the mythical creature, the ""Zabeu""."
1939,"A plushie of the mythical creature, the ""Zabeu""."
1940,"A plushie of the mythical creature, the ""Zabeu""."
1941,You know who else won gold?Whoever got first place in Cube Catcher last week. Funded by Trade.
1942,This coin is as silver as a silver plated medal. Funded by Trade.
1943,"This coin appears old, but it's actually made to look that way. Funded by Trade."
1944,Buy this Crystal Coin for your Crystal Jakrit!Or just for yourself.o.o Funded by Trade.
1945,Fireball!Lightning bolt!Fireball!Lightning bolt!! Funded by Trade.
1946,Trillions upon trillions of stars represented by this coin. Funded by Trade.
1947,"It's summer time and you know what that means, gonna head down to the beach and we'll do some... Beachy things... Funded by Trade."
1948,This coin was made to commemorate the day this coin was made. Funded by Trade.
1949,"Appreciate your staff!If it weren't for them, you wouldn't be able to read these quirky descriptions! Funded by Trade."
1950,"You can try to buy lemonade with this coin, but I don't think Bob will accept it. Funded by Trade."
1951,"Throwing snowballs just isn't doing it for you, you say? Try this slingshot instead."
1952,Just the thing to keep your neck toasty warm on a cold winter's day.
1953,A pair of simple yet elegant knitted mittens. You will be well protected from the cold in these.
1954,The documented tale of a lost little bear right here in the heart of Glacia!
1955,The perfect way to thaw yourself on a cold winter's night.
1956,The latest in bedtime fashion. What? Of course that's a thing.
1957,This creamy shake topped with whipped cream is sure to bring a smile to any pet's face.
1958,Ever noticed just how sharp icicles can be? The maker of these did.
1959,This festive toy hops when wound up.
1960,Hungry for some candy? Morph your Pet into a Pinata with this colourful Snow Jar!
1961,A beautiful blue plushie of Icepets most popular species! Hand wash only. (Funded by Lynke!)
1962,"A cuddly Brown Xephyr, perfect for hugging at night. (Funded by Lynke!)"
1963,"Green, white and adorable. A must for any Xephyr fan. (Funded by Lynke!)"
1964,"More muted than the average plushie, this grey version is just as cute and worthy to collect. (Funded by Lynke!)"
1965,"Looks like orange cream, but please try not to taste him, he is a toy, not a dessert. (Funded by Lynke!)"
1966,"Floppy and large, this lovely plushie will delight the Xephyr fan in you! (Funded by Lynke!)"
1967,"Red is a primary colour, and the Xephyr is a primary Pet. Why not combine the two and collect this baby today? Funded by Lynke."
1968,"Patterned like a snow leopard, this little guy is a bit different than your average Xephyr. (Funded by Lynke!)"
1969,"Delicate and soft, this albino darling will sit nicely on your bed or shelf. (Funded by Lynke!)"
1970,This little cutie wants to come home with you. Can you resist those big button eyes and Xephyr charm? (Funded by Lynke!)
1971,How do they get those stones to float around it like that? We hear it is enchanted! (Funded by Lynke!)
